round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0982,2.3075,0.0987,0.002311,22695600,11347800,11347800
2,0.1048,2.2986,0.1045,0.00312,22695600,11347800,11347800
3,0.1138,2.2923,0.1194,0.003803,22695600,11347800,11347800
4,0.1102,2.2867,0.1146,0.004618,22695600,11347800,11347800
5,0.1164,2.2835,0.1304,0.003856,22695600,11347800,11347800
6,0.1316,2.2793,0.1472,0.004398,22695600,11347800,11347800
7,0.1426,2.2755,0.1563,0.007292,22695600,11347800,11347800
8,0.152,2.2718,0.1674,0.010542,22695600,11347800,11347800
9,0.1562,2.2682,0.1721,0.01015,22695600,11347800,11347800
10,0.1678,2.2638,0.1835,0.011793,22695600,11347800,11347800
11,0.174,2.2592,0.192,0.012697,22695600,11347800,11347800
12,0.1784,2.2543,0.1982,0.013037,22695600,11347800,11347800
13,0.1854,2.2489,0.2011,0.010464,22695600,11347800,11347800
14,0.1848,2.2439,0.2031,0.011925,22695600,11347800,11347800
15,0.1894,2.2387,0.2009,0.010085,22695600,11347800,11347800
16,0.1878,2.2352,0.2028,0.010043,22695600,11347800,11347800
17,0.1958,2.2305,0.2089,0.008134,22695600,11347800,11347800
18,0.2,2.2246,0.212,0.008139,22695600,11347800,11347800
19,0.199,2.2223,0.2126,0.009059,22695600,11347800,11347800
20,0.2016,2.2136,0.2158,0.008844,22695600,11347800,11347800
21,0.2028,2.2106,0.2197,0.007323,22695600,11347800,11347800
22,0.2092,2.2047,0.2218,0.006323,22695600,11347800,11347800
23,0.2082,2.199,0.2229,0.007178,22695600,11347800,11347800
24,0.217,2.1944,0.227,0.005836,22695600,11347800,11347800
25,0.213,2.1907,0.2254,0.006093,22695600,11347800,11347800
26,0.2216,2.1872,0.2284,0.005634,22695600,11347800,11347800
27,0.2178,2.1826,0.228,0.005875,22695600,11347800,11347800
28,0.2224,2.1795,0.2291,0.005666,22695600,11347800,11347800
29,0.2262,2.1742,0.2321,0.005071,22695600,11347800,11347800
30,0.2286,2.1678,0.2332,0.005318,22695600,11347800,11347800
31,0.224,2.1669,0.2282,0.005061,22695600,11347800,11347800
32,0.2242,2.1635,0.2326,0.005136,22695600,11347800,11347800
33,0.23,2.1588,0.2362,0.005119,22695600,11347800,11347800
34,0.2322,2.1544,0.236,0.004381,22695600,11347800,11347800
35,0.23,2.1523,0.2356,0.005291,22695600,11347800,11347800
36,0.227,2.1495,0.2324,0.005596,22695600,11347800,11347800
37,0.2294,2.1472,0.2393,0.005137,22695600,11347800,11347800
38,0.2384,2.143,0.2431,0.004679,22695600,11347800,11347800
39,0.2326,2.1379,0.2384,0.00532,22695600,11347800,11347800
40,0.2374,2.1361,0.2422,0.00537,22695600,11347800,11347800
41,0.2422,2.1317,0.2457,0.004841,22695600,11347800,11347800
42,0.2364,2.1285,0.2409,0.005014,22695600,11347800,11347800
43,0.2366,2.1273,0.2387,0.005504,22695600,11347800,11347800
44,0.2446,2.124,0.2465,0.004814,22695600,11347800,11347800
45,0.2422,2.1204,0.2472,0.00481,22695600,11347800,11347800
46,0.2436,2.1174,0.2497,0.004502,22695600,11347800,11347800
47,0.2446,2.1146,0.2492,0.004413,22695600,11347800,11347800
48,0.2492,2.1107,0.2517,0.004243,22695600,11347800,11347800
49,0.25,2.1082,0.2512,0.004341,22695600,11347800,11347800
50,0.2514,2.1041,0.2529,0.004343,22695600,11347800,11347800
51,0.2514,2.1016,0.2548,0.004597,22695600,11347800,11347800
52,0.2458,2.0992,0.2508,0.005017,22695600,11347800,11347800
53,0.2478,2.096,0.252,0.004626,22695600,11347800,11347800
54,0.2486,2.093,0.2515,0.004411,22695600,11347800,11347800
55,0.254,2.0909,0.2537,0.003971,22695600,11347800,11347800
56,0.2512,2.0897,0.2529,0.004181,22695600,11347800,11347800
57,0.2542,2.0865,0.2558,0.003467,22695600,11347800,11347800
58,0.2524,2.085,0.2548,0.003673,22695600,11347800,11347800
59,0.2536,2.0834,0.2551,0.003977,22695600,11347800,11347800
60,0.251,2.0821,0.2544,0.003899,22695600,11347800,11347800
