round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.095,2.3067,0.0945,5.1e-05,11347800,11347800,0
2,0.0968,2.298,0.1008,0.000131,11347800,11347800,0
3,0.1036,2.2919,0.1044,0.000111,11347800,11347800,0
4,0.1078,2.2867,0.1101,7.5e-05,11347800,11347800,0
5,0.1126,2.2829,0.1159,8.8e-05,11347800,11347800,0
6,0.12,2.2788,0.1247,0.000109,11347800,11347800,0
7,0.1286,2.274,0.1321,9.4e-05,11347800,11347800,0
8,0.1392,2.2688,0.1441,9.5e-05,11347800,11347800,0
9,0.142,2.2637,0.147,8.2e-05,11347800,11347800,0
10,0.1588,2.2583,0.1582,8.9e-05,11347800,11347800,0
11,0.1662,2.2535,0.1654,9.2e-05,11347800,11347800,0
12,0.172,2.2477,0.1724,9.7e-05,11347800,11347800,0
13,0.1736,2.2421,0.1714,9.2e-05,11347800,11347800,0
14,0.1808,2.2369,0.1803,7.4e-05,11347800,11347800,0
15,0.1836,2.2307,0.1814,8.9e-05,11347800,11347800,0
16,0.187,2.226,0.1853,9.7e-05,11347800,11347800,0
17,0.1948,2.2201,0.1898,8.8e-05,11347800,11347800,0
18,0.2026,2.2141,0.1962,9.4e-05,11347800,11347800,0
19,0.2042,2.2086,0.1989,6.7e-05,11347800,11347800,0
20,0.21,2.2026,0.2021,0.000107,11347800,11347800,0
21,0.2156,2.1968,0.206,9.6e-05,11347800,11347800,0
22,0.2194,2.1909,0.2095,0.000111,11347800,11347800,0
23,0.223,2.1849,0.2139,0.000104,11347800,11347800,0
24,0.2282,2.1795,0.2165,9.6e-05,11347800,11347800,0
25,0.2294,2.1744,0.2169,0.000124,11347800,11347800,0
26,0.2346,2.1688,0.2206,0.00015,11347800,11347800,0
27,0.2354,2.1634,0.2248,0.000149,11347800,11347800,0
28,0.2384,2.1583,0.2256,0.000174,11347800,11347800,0
29,0.2422,2.1534,0.2301,0.000199,11347800,11347800,0
30,0.248,2.1487,0.2334,0.000181,11347800,11347800,0
31,0.2476,2.1442,0.2338,0.000199,11347800,11347800,0
32,0.2488,2.1401,0.2355,0.00019,11347800,11347800,0
33,0.2502,2.1356,0.2362,0.000198,11347800,11347800,0
34,0.2504,2.1316,0.2376,0.000182,11347800,11347800,0
35,0.2496,2.1281,0.2383,0.000181,11347800,11347800,0
36,0.2518,2.1239,0.2404,0.000187,11347800,11347800,0
37,0.252,2.1205,0.2424,0.000181,11347800,11347800,0
38,0.2534,2.1165,0.2423,0.000183,11347800,11347800,0
39,0.2522,2.1126,0.2441,0.000189,11347800,11347800,0
40,0.2536,2.1088,0.2459,0.00016,11347800,11347800,0
41,0.2536,2.1052,0.2473,0.000157,11347800,11347800,0
42,0.2554,2.1025,0.2484,0.00018,11347800,11347800,0
43,0.2548,2.0991,0.2489,0.000176,11347800,11347800,0
44,0.2554,2.0956,0.2515,0.000187,11347800,11347800,0
45,0.259,2.0929,0.253,0.000211,11347800,11347800,0
46,0.2574,2.0902,0.2508,0.000196,11347800,11347800,0
47,0.2614,2.0873,0.2523,0.000207,11347800,11347800,0
48,0.2594,2.084,0.2542,0.00019,11347800,11347800,0
49,0.2604,2.0814,0.255,0.000188,11347800,11347800,0
50,0.2594,2.0787,0.2581,0.000196,11347800,11347800,0
51,0.2614,2.0759,0.258,0.000203,11347800,11347800,0
52,0.2628,2.0733,0.2588,0.000193,11347800,11347800,0
53,0.2616,2.071,0.258,0.000199,11347800,11347800,0
54,0.2622,2.0683,0.2595,0.000203,11347800,11347800,0
55,0.263,2.066,0.2592,0.000198,11347800,11347800,0
56,0.266,2.0636,0.2614,0.000194,11347800,11347800,0
57,0.2654,2.0612,0.2628,0.000189,11347800,11347800,0
58,0.2636,2.0591,0.2642,0.00022,11347800,11347800,0
59,0.2672,2.0567,0.2654,0.000219,11347800,11347800,0
60,0.2656,2.0544,0.2659,0.000206,11347800,11347800,0
