round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0946,2.331,0.0716,0.014557,11347800,11347800,0
2,0.1028,2.3332,0.0749,0.022836,11347800,11347800,0
3,0.1054,2.3247,0.0769,0.022677,11347800,11347800,0
4,0.106,2.315,0.0773,0.021662,11347800,11347800,0
5,0.1088,2.3082,0.0813,0.02118,11347800,11347800,0
6,0.115,2.3003,0.0837,0.020156,11347800,11347800,0
7,0.1136,2.2953,0.0855,0.020962,11347800,11347800,0
8,0.1198,2.2872,0.092,0.019961,11347800,11347800,0
9,0.1182,2.2835,0.0921,0.019918,11347800,11347800,0
10,0.1226,2.2785,0.0997,0.020038,11347800,11347800,0
11,0.1302,2.2704,0.1034,0.020067,11347800,11347800,0
12,0.1426,2.2646,0.1179,0.018436,11347800,11347800,0
13,0.1406,2.2629,0.1137,0.019199,11347800,11347800,0
14,0.1458,2.2518,0.1216,0.017569,11347800,11347800,0
15,0.1416,2.2515,0.1201,0.018501,11347800,11347800,0
16,0.1586,2.2401,0.1362,0.015449,11347800,11347800,0
17,0.1676,2.2344,0.1431,0.014578,11347800,11347800,0
18,0.1764,2.2309,0.1519,0.0149,11347800,11347800,0
19,0.188,2.2199,0.1671,0.010581,11347800,11347800,0
20,0.1868,2.2165,0.1618,0.011988,11347800,11347800,0
21,0.1906,2.214,0.1701,0.010943,11347800,11347800,0
22,0.2044,2.203,0.1797,0.009416,11347800,11347800,0
23,0.2038,2.2017,0.1836,0.010335,11347800,11347800,0
24,0.2048,2.1912,0.1865,0.00879,11347800,11347800,0
25,0.2056,2.1868,0.187,0.010177,11347800,11347800,0
26,0.2182,2.1746,0.1989,0.007796,11347800,11347800,0
27,0.2138,2.1797,0.1997,0.009856,11347800,11347800,0
28,0.2176,2.1759,0.2026,0.00884,11347800,11347800,0
29,0.2184,2.1702,0.2065,0.009137,11347800,11347800,0
30,0.2274,2.159,0.2089,0.007985,11347800,11347800,0
31,0.2254,2.1595,0.2099,0.008707,11347800,11347800,0
32,0.2218,2.1601,0.2082,0.008516,11347800,11347800,0
33,0.2266,2.1558,0.2134,0.008644,11347800,11347800,0
34,0.2248,2.1571,0.2136,0.008466,11347800,11347800,0
35,0.2296,2.1441,0.2156,0.007777,11347800,11347800,0
36,0.2302,2.1433,0.2147,0.008682,11347800,11347800,0
37,0.2254,2.1507,0.2063,0.00949,11347800,11347800,0
38,0.2312,2.1402,0.2116,0.008298,11347800,11347800,0
39,0.2334,2.1392,0.2156,0.007995,11347800,11347800,0
40,0.2294,2.1368,0.2177,0.008708,11347800,11347800,0
41,0.242,2.1163,0.2292,0.007622,11347800,11347800,0
42,0.2354,2.1266,0.2202,0.00824,11347800,11347800,0
43,0.2352,2.1276,0.2198,0.009055,11347800,11347800,0
44,0.238,2.1213,0.2273,0.007752,11347800,11347800,0
45,0.2386,2.1228,0.2248,0.00794,11347800,11347800,0
46,0.236,2.1251,0.2273,0.007795,11347800,11347800,0
47,0.2398,2.1208,0.229,0.007934,11347800,11347800,0
48,0.2402,2.1198,0.2307,0.00809,11347800,11347800,0
49,0.246,2.1111,0.2357,0.00775,11347800,11347800,0
50,0.2422,2.1127,0.2276,0.007699,11347800,11347800,0
51,0.2478,2.1107,0.2391,0.0086,11347800,11347800,0
52,0.2448,2.105,0.2392,0.00782,11347800,11347800,0
53,0.2496,2.102,0.2361,0.00721,11347800,11347800,0
54,0.2446,2.1071,0.235,0.007258,11347800,11347800,0
55,0.2422,2.1094,0.23,0.007835,11347800,11347800,0
56,0.2512,2.1017,0.2334,0.006746,11347800,11347800,0
57,0.2544,2.0949,0.2365,0.006681,11347800,11347800,0
58,0.2538,2.1005,0.2367,0.007437,11347800,11347800,0
59,0.2464,2.1161,0.2311,0.008149,11347800,11347800,0
60,0.2544,2.0968,0.2387,0.007437,11347800,11347800,0
