round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0978,2.3076,0.097,0.002097,22695600,11347800,11347800
2,0.1038,2.2985,0.1013,0.00313,22695600,11347800,11347800
3,0.1148,2.292,0.1184,0.003811,22695600,11347800,11347800
4,0.114,2.2866,0.1149,0.004638,22695600,11347800,11347800
5,0.1138,2.2829,0.1288,0.004439,22695600,11347800,11347800
6,0.126,2.2787,0.1441,0.004884,22695600,11347800,11347800
7,0.1434,2.2748,0.1556,0.006334,22695600,11347800,11347800
8,0.1506,2.2706,0.1695,0.009421,22695600,11347800,11347800
9,0.1596,2.2669,0.1768,0.010847,22695600,11347800,11347800
10,0.1704,2.2628,0.1849,0.011503,22695600,11347800,11347800
11,0.173,2.2578,0.1919,0.012241,22695600,11347800,11347800
12,0.1798,2.2523,0.1972,0.01197,22695600,11347800,11347800
13,0.1854,2.2465,0.1998,0.010312,22695600,11347800,11347800
14,0.1862,2.2414,0.2005,0.010291,22695600,11347800,11347800
15,0.1886,2.2362,0.2011,0.00953,22695600,11347800,11347800
16,0.1904,2.2316,0.2032,0.008978,22695600,11347800,11347800
17,0.195,2.2267,0.2081,0.008135,22695600,11347800,11347800
18,0.2008,2.2209,0.2108,0.008093,22695600,11347800,11347800
19,0.1984,2.2173,0.2123,0.009061,22695600,11347800,11347800
20,0.2024,2.2101,0.2157,0.008706,22695600,11347800,11347800
21,0.2058,2.2062,0.2203,0.007508,22695600,11347800,11347800
22,0.2106,2.2005,0.2217,0.006782,22695600,11347800,11347800
23,0.2116,2.1954,0.2243,0.007397,22695600,11347800,11347800
24,0.2142,2.1909,0.2275,0.006668,22695600,11347800,11347800
25,0.214,2.1868,0.2277,0.006626,22695600,11347800,11347800
26,0.2224,2.1822,0.2293,0.006364,22695600,11347800,11347800
27,0.2196,2.1778,0.2289,0.00631,22695600,11347800,11347800
28,0.2232,2.1745,0.2313,0.006088,22695600,11347800,11347800
29,0.2276,2.1698,0.2363,0.005833,22695600,11347800,11347800
30,0.228,2.1647,0.2347,0.006005,22695600,11347800,11347800
31,0.2264,2.1624,0.2338,0.005696,22695600,11347800,11347800
32,0.227,2.1587,0.2381,0.005508,22695600,11347800,11347800
33,0.2312,2.1547,0.2373,0.005133,22695600,11347800,11347800
34,0.2356,2.1507,0.2396,0.004891,22695600,11347800,11347800
35,0.233,2.1478,0.2372,0.005222,22695600,11347800,11347800
36,0.2324,2.1445,0.2375,0.005662,22695600,11347800,11347800
37,0.2338,2.1416,0.2395,0.00525,22695600,11347800,11347800
38,0.2392,2.1376,0.2419,0.004781,22695600,11347800,11347800
39,0.2372,2.1329,0.2414,0.005486,22695600,11347800,11347800
40,0.24,2.1308,0.242,0.005112,22695600,11347800,11347800
41,0.2426,2.1277,0.2458,0.004695,22695600,11347800,11347800
42,0.2416,2.1248,0.2428,0.004616,22695600,11347800,11347800
43,0.244,2.122,0.2435,0.00488,22695600,11347800,11347800
44,0.245,2.1189,0.2456,0.004819,22695600,11347800,11347800
45,0.2422,2.1159,0.2455,0.004842,22695600,11347800,11347800
46,0.2456,2.1131,0.2476,0.00459,22695600,11347800,11347800
47,0.248,2.1103,0.2485,0.004497,22695600,11347800,11347800
48,0.2512,2.1074,0.2508,0.004352,22695600,11347800,11347800
49,0.2508,2.1048,0.2502,0.004448,22695600,11347800,11347800
50,0.252,2.1019,0.2512,0.004292,22695600,11347800,11347800
51,0.2516,2.0997,0.2524,0.00439,22695600,11347800,11347800
52,0.2498,2.0969,0.2499,0.004734,22695600,11347800,11347800
53,0.251,2.0938,0.2501,0.004473,22695600,11347800,11347800
54,0.2516,2.0913,0.251,0.004424,22695600,11347800,11347800
55,0.2534,2.0891,0.2531,0.004175,22695600,11347800,11347800
56,0.2554,2.0869,0.2535,0.004191,22695600,11347800,11347800
57,0.257,2.0845,0.2581,0.003736,22695600,11347800,11347800
58,0.2554,2.0819,0.255,0.003748,22695600,11347800,11347800
59,0.255,2.0797,0.2563,0.003855,22695600,11347800,11347800
60,0.2556,2.0779,0.2538,0.003873,22695600,11347800,11347800
