round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state,secagg_mask_s,secagg_agg_s,secagg_msgs
1,0.0994,6.6199,0.1038,0.025991,11347800,11347800,0,0.0,0.0,0
2,0.1002,11.6127,0.1203,0.070131,11347800,11347800,0,0.0,0.0,0
3,0.1,17.8055,0.0834,0.020943,11347800,11347800,0,0.0,0.0,0
4,0.0996,16.9324,0.1202,0.070032,11347800,11347800,0,0.0,0.0,0
5,0.1006,14.4032,0.1083,0.030137,11347800,11347800,0,0.0,0.0,0
6,0.0994,15.4421,0.142,0.028591,11347800,11347800,0,0.0,0.0,0
7,0.124,15.1015,0.1386,0.025486,11347800,11347800,0,0.0,0.0,0
8,0.1,27.8105,0.1121,0.045237,11347800,11347800,0,0.0,0.0,0
9,0.0938,18.8635,0.1065,0.013513,11347800,11347800,0,0.0,0.0,0
10,0.1114,17.9291,0.0746,0.006437,11347800,11347800,0,0.0,0.0,0
11,0.1028,21.0696,0.1276,0.011845,11347800,11347800,0,0.0,0.0,0
12,0.0998,36.4551,0.1188,0.067357,11347800,11347800,0,0.0,0.0,0
13,0.092,22.292,0.0791,0.002673,11347800,11347800,0,0.0,0.0,0
14,0.0986,23.1376,0.0537,0.007798,11347800,11347800,0,0.0,0.0,0
15,0.1026,33.6093,0.048,0.010042,11347800,11347800,0,0.0,0.0,0
16,0.0956,18.4341,0.0888,0.009937,11347800,11347800,0,0.0,0.0,0
17,0.1384,23.171,0.1109,0.009625,11347800,11347800,0,0.0,0.0,0
18,0.0838,28.8791,0.0918,0.009001,11347800,11347800,0,0.0,0.0,0
19,0.0954,36.7177,0.1189,0.022515,11347800,11347800,0,0.0,0.0,0
20,0.12,23.1147,0.1285,0.018806,11347800,11347800,0,0.0,0.0,0
21,0.0978,27.1221,0.1076,0.004587,11347800,11347800,0,0.0,0.0,0
22,0.1162,33.039,0.1309,0.038219,11347800,11347800,0,0.0,0.0,0
23,0.1002,28.2064,0.1131,0.045395,11347800,11347800,0,0.0,0.0,0
24,0.0982,18.6208,0.0811,0.016142,11347800,11347800,0,0.0,0.0,0
25,0.1244,21.7645,0.1381,0.016625,11347800,11347800,0,0.0,0.0,0
26,0.1232,15.9051,0.1295,0.014667,11347800,11347800,0,0.0,0.0,0
27,0.1078,17.6608,0.1158,0.023409,11347800,11347800,0,0.0,0.0,0
28,0.0986,20.5521,0.0764,0.006168,11347800,11347800,0,0.0,0.0,0
29,0.1042,14.9237,0.1096,0.024109,11347800,11347800,0,0.0,0.0,0
30,0.114,10.8774,0.0935,0.004512,11347800,11347800,0,0.0,0.0,0
31,0.107,19.2924,0.1155,0.039685,11347800,11347800,0,0.0,0.0,0
32,0.1082,18.0126,0.115,0.023886,11347800,11347800,0,0.0,0.0,0
33,0.0986,26.1412,0.0909,0.010021,11347800,11347800,0,0.0,0.0,0
34,0.1,31.5253,0.0835,0.020842,11347800,11347800,0,0.0,0.0,0
35,0.0988,13.5597,0.1218,0.012229,11347800,11347800,0,0.0,0.0,0
36,0.1198,18.5391,0.1333,0.03148,11347800,11347800,0,0.0,0.0,0
37,0.0976,19.4238,0.0858,0.018305,11347800,11347800,0,0.0,0.0,0
38,0.1108,15.9669,0.1209,0.025026,11347800,11347800,0,0.0,0.0,0
39,0.1242,19.8506,0.1596,0.021691,11347800,11347800,0,0.0,0.0,0
40,0.1188,17.1501,0.1528,0.016014,11347800,11347800,0,0.0,0.0,0
41,0.099,26.0632,0.0564,0.008039,11347800,11347800,0,0.0,0.0,0
42,0.105,16.2011,0.1369,0.018019,11347800,11347800,0,0.0,0.0,0
43,0.1026,22.6468,0.1303,0.022168,11347800,11347800,0,0.0,0.0,0
44,0.098,20.779,0.1176,0.061827,11347800,11347800,0,0.0,0.0,0
45,0.0996,35.2292,0.1202,0.07013,11347800,11347800,0,0.0,0.0,0
46,0.1026,23.8585,0.1168,0.032132,11347800,11347800,0,0.0,0.0,0
47,0.0746,22.3238,0.0731,0.005135,11347800,11347800,0,0.0,0.0,0
48,0.0932,15.0267,0.1044,0.028509,11347800,11347800,0,0.0,0.0,0
49,0.1004,13.9548,0.1125,0.009026,11347800,11347800,0,0.0,0.0,0
50,0.104,12.2823,0.1173,0.01983,11347800,11347800,0,0.0,0.0,0
51,0.1046,17.6003,0.1217,0.06337,11347800,11347800,0,0.0,0.0,0
52,0.113,14.732,0.1459,0.033127,11347800,11347800,0,0.0,0.0,0
53,0.115,17.0001,0.1065,0.016094,11347800,11347800,0,0.0,0.0,0
54,0.1106,16.5152,0.1197,0.004776,11347800,11347800,0,0.0,0.0,0
55,0.1154,15.9571,0.1103,0.007117,11347800,11347800,0,0.0,0.0,0
56,0.1,12.4071,0.1085,0.012827,11347800,11347800,0,0.0,0.0,0
57,0.1066,15.6646,0.0872,0.012499,11347800,11347800,0,0.0,0.0,0
58,0.0996,24.9492,0.0509,0.009175,11347800,11347800,0,0.0,0.0,0
59,0.1018,25.2302,0.0584,0.00838,11347800,11347800,0,0.0,0.0,0
60,0.1112,16.5596,0.1195,0.025926,11347800,11347800,0,0.0,0.0,0
