round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.102,2.3288,0.0759,0.009839,11347800,11347800,0
2,0.1042,2.3346,0.0763,0.020959,11347800,11347800,0
3,0.108,2.3277,0.0836,0.016682,11347800,11347800,0
4,0.1236,2.3096,0.0869,0.01579,11347800,11347800,0
5,0.125,2.3085,0.0877,0.01181,11347800,11347800,0
6,0.1288,2.3056,0.0837,0.008186,11347800,11347800,0
7,0.1312,2.3006,0.0907,0.013901,11347800,11347800,0
8,0.1254,2.2992,0.1005,0.00986,11347800,11347800,0
9,0.1088,2.3087,0.0935,0.014607,11347800,11347800,0
10,0.1118,2.3147,0.1012,0.017843,11347800,11347800,0
11,0.1292,2.3005,0.1163,0.018964,11347800,11347800,0
12,0.1226,2.2911,0.1251,0.035019,11347800,11347800,0
13,0.112,2.2947,0.1161,0.031351,11347800,11347800,0
14,0.1268,2.2801,0.1229,0.014862,11347800,11347800,0
15,0.113,2.2933,0.116,0.033075,11347800,11347800,0
16,0.1378,2.2764,0.1152,0.0084,11347800,11347800,0
17,0.1356,2.2685,0.1478,0.04046,11347800,11347800,0
18,0.1184,2.2736,0.1348,0.051499,11347800,11347800,0
19,0.1266,2.2614,0.126,0.022284,11347800,11347800,0
20,0.155,2.2514,0.1329,0.005759,11347800,11347800,0
21,0.1516,2.2611,0.1522,0.011342,11347800,11347800,0
22,0.1566,2.2534,0.1662,0.024653,11347800,11347800,0
23,0.129,2.255,0.1337,0.024064,11347800,11347800,0
24,0.1492,2.2396,0.1475,0.020294,11347800,11347800,0
25,0.167,2.231,0.1639,0.006353,11347800,11347800,0
26,0.1736,2.2325,0.179,0.015518,11347800,11347800,0
27,0.186,2.2195,0.1866,0.011003,11347800,11347800,0
28,0.1764,2.2314,0.1814,0.015267,11347800,11347800,0
29,0.1766,2.2343,0.1772,0.013997,11347800,11347800,0
30,0.1716,2.2248,0.163,0.006255,11347800,11347800,0
31,0.1784,2.2325,0.1613,0.005538,11347800,11347800,0
32,0.161,2.2159,0.1668,0.012639,11347800,11347800,0
33,0.175,2.2281,0.1847,0.023095,11347800,11347800,0
34,0.201,2.205,0.1878,0.007558,11347800,11347800,0
35,0.1644,2.2099,0.1835,0.035383,11347800,11347800,0
36,0.1668,2.2285,0.1849,0.038798,11347800,11347800,0
37,0.1812,2.2141,0.1685,0.0091,11347800,11347800,0
38,0.2046,2.1859,0.1863,0.006562,11347800,11347800,0
39,0.2064,2.1977,0.1958,0.012521,11347800,11347800,0
40,0.1954,2.1982,0.201,0.011424,11347800,11347800,0
41,0.2104,2.1742,0.2027,0.007743,11347800,11347800,0
42,0.2176,2.1755,0.2074,0.006385,11347800,11347800,0
43,0.2186,2.1774,0.208,0.006246,11347800,11347800,0
44,0.2092,2.188,0.2042,0.016637,11347800,11347800,0
45,0.1994,2.175,0.1899,0.01097,11347800,11347800,0
46,0.207,2.1733,0.2041,0.018975,11347800,11347800,0
47,0.2082,2.1803,0.2125,0.025252,11347800,11347800,0
48,0.2184,2.1656,0.2118,0.020701,11347800,11347800,0
49,0.2194,2.1479,0.2038,0.019798,11347800,11347800,0
50,0.2236,2.1434,0.2017,0.012786,11347800,11347800,0
51,0.2136,2.1733,0.2105,0.019966,11347800,11347800,0
52,0.2186,2.1338,0.2087,0.01255,11347800,11347800,0
53,0.2162,2.1334,0.1898,0.010142,11347800,11347800,0
54,0.2054,2.1543,0.1945,0.012451,11347800,11347800,0
55,0.2062,2.1636,0.1798,0.009105,11347800,11347800,0
56,0.225,2.129,0.1789,0.00919,11347800,11347800,0
57,0.234,2.1073,0.1992,0.008842,11347800,11347800,0
58,0.2288,2.1188,0.2077,0.012306,11347800,11347800,0
59,0.2224,2.1661,0.2,0.009351,11347800,11347800,0
60,0.2358,2.1067,0.2116,0.007967,11347800,11347800,0
