round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.173,2.2758,0.1671,0.001197,11347800
2,0.196,2.201,0.1886,0.001244,11347800
3,0.2536,2.1036,0.2459,0.001931,11347800
4,0.2664,2.0515,0.257,0.0025,11347800
5,0.2872,1.9879,0.2807,0.002764,11347800
6,0.2914,1.9796,0.2836,0.00113,11347800
7,0.31,1.9215,0.3105,0.001407,11347800
8,0.3052,1.9061,0.316,0.002378,11347800
9,0.3168,1.9077,0.3145,0.001177,11347800
10,0.325,1.8653,0.3276,0.001856,11347800
11,0.344,1.8433,0.3425,0.000744,11347800
12,0.3388,1.839,0.3334,0.003301,11347800
13,0.3518,1.8124,0.3558,0.001373,11347800
14,0.3556,1.7936,0.3448,0.004388,11347800
15,0.3688,1.779,0.3662,0.001235,11347800
16,0.3802,1.7522,0.3777,0.00187,11347800
17,0.359,1.773,0.3621,0.004284,11347800
18,0.3832,1.7273,0.3891,0.000628,11347800
19,0.3692,1.7201,0.3827,0.001453,11347800
20,0.388,1.7234,0.3922,0.000822,11347800
21,0.3876,1.7167,0.3993,0.000722,11347800
22,0.3852,1.6975,0.3981,0.002004,11347800
23,0.3818,1.7071,0.385,0.002232,11347800
24,0.3918,1.6934,0.3896,0.004494,11347800
25,0.3992,1.6734,0.4125,0.00162,11347800
26,0.3746,1.7083,0.3907,0.003313,11347800
27,0.3912,1.6799,0.4057,0.002379,11347800
28,0.4,1.6453,0.4188,0.002041,11347800
29,0.3954,1.6675,0.4123,0.001342,11347800
30,0.4122,1.6402,0.4218,0.003756,11347800
31,0.4132,1.6451,0.4248,0.002173,11347800
32,0.3942,1.6702,0.4206,0.002265,11347800
33,0.4098,1.6346,0.4339,0.00354,11347800
34,0.3938,1.6798,0.4182,0.000843,11347800
35,0.4042,1.6429,0.4209,0.004979,11347800
36,0.4242,1.6002,0.4441,0.003448,11347800
37,0.4112,1.6284,0.4237,0.004766,11347800
38,0.422,1.5976,0.4553,0.002917,11347800
39,0.4374,1.5851,0.464,0.001625,11347800
40,0.421,1.599,0.4501,0.003295,11347800
41,0.4406,1.5824,0.4615,0.002492,11347800
42,0.4376,1.5705,0.4653,0.004125,11347800
43,0.4294,1.5811,0.4685,0.001944,11347800
44,0.4302,1.5958,0.4659,0.003623,11347800
45,0.4372,1.5827,0.4628,0.005838,11347800
46,0.4428,1.5521,0.4827,0.002438,11347800
47,0.4378,1.5484,0.476,0.005504,11347800
48,0.4422,1.5542,0.4868,0.001725,11347800
49,0.4186,1.6264,0.4456,0.005477,11347800
50,0.4378,1.5593,0.4895,0.003642,11347800
51,0.4424,1.5433,0.4934,0.003037,11347800
52,0.4382,1.5569,0.4905,0.001972,11347800
53,0.4478,1.5461,0.4962,0.002154,11347800
54,0.4324,1.5932,0.4739,0.004656,11347800
55,0.4492,1.5354,0.5068,0.002438,11347800
56,0.436,1.5705,0.4923,0.001639,11347800
57,0.4546,1.529,0.5063,0.005126,11347800
58,0.4402,1.5615,0.4929,0.006285,11347800
59,0.4482,1.5371,0.5065,0.004682,11347800
60,0.4474,1.5649,0.5069,0.002923,11347800
