round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state,secagg_mask_s,secagg_agg_s,secagg_msgs
1,0.0946,2.3306,0.0718,0.014272,11347800,11347800,0,0.0,0.0,0
2,0.1032,2.3335,0.0749,0.022946,11347800,11347800,0,0.0,0.0,0
3,0.1046,2.325,0.0777,0.022225,11347800,11347800,0,0.0,0.0,0
4,0.1076,2.3132,0.0792,0.021407,11347800,11347800,0,0.0,0.0,0
5,0.1102,2.308,0.0813,0.020538,11347800,11347800,0,0.0,0.0,0
6,0.1184,2.3007,0.0844,0.018345,11347800,11347800,0,0.0,0.0,0
7,0.1152,2.297,0.0852,0.020884,11347800,11347800,0,0.0,0.0,0
8,0.1198,2.2895,0.0908,0.018723,11347800,11347800,0,0.0,0.0,0
9,0.1182,2.288,0.0932,0.019733,11347800,11347800,0,0.0,0.0,0
10,0.1216,2.285,0.1019,0.019946,11347800,11347800,0,0.0,0.0,0
11,0.1314,2.2752,0.1073,0.017393,11347800,11347800,0,0.0,0.0,0
12,0.1416,2.2696,0.1209,0.01615,11347800,11347800,0,0.0,0.0,0
13,0.1364,2.2689,0.1143,0.017626,11347800,11347800,0,0.0,0.0,0
14,0.1476,2.2541,0.1196,0.013998,11347800,11347800,0,0.0,0.0,0
15,0.1386,2.2562,0.12,0.017558,11347800,11347800,0,0.0,0.0,0
16,0.1538,2.2432,0.1315,0.013369,11347800,11347800,0,0.0,0.0,0
17,0.1674,2.2366,0.1485,0.01268,11347800,11347800,0,0.0,0.0,0
18,0.1768,2.2353,0.1539,0.01355,11347800,11347800,0,0.0,0.0,0
19,0.1866,2.2239,0.1648,0.008675,11347800,11347800,0,0.0,0.0,0
20,0.1804,2.2211,0.1541,0.011923,11347800,11347800,0,0.0,0.0,0
21,0.1864,2.2193,0.1722,0.010888,11347800,11347800,0,0.0,0.0,0
22,0.1996,2.2075,0.1819,0.008159,11347800,11347800,0,0.0,0.0,0
23,0.1982,2.2064,0.1792,0.009159,11347800,11347800,0,0.0,0.0,0
24,0.196,2.1948,0.182,0.008257,11347800,11347800,0,0.0,0.0,0
25,0.2046,2.1889,0.18,0.009353,11347800,11347800,0,0.0,0.0,0
26,0.221,2.1762,0.2002,0.006707,11347800,11347800,0,0.0,0.0,0
27,0.2122,2.1811,0.1975,0.008924,11347800,11347800,0,0.0,0.0,0
28,0.2172,2.1798,0.1999,0.008808,11347800,11347800,0,0.0,0.0,0
29,0.215,2.1713,0.2038,0.0088,11347800,11347800,0,0.0,0.0,0
30,0.2266,2.1614,0.2022,0.006852,11347800,11347800,0,0.0,0.0,0
31,0.2236,2.164,0.2031,0.008574,11347800,11347800,0,0.0,0.0,0
32,0.2212,2.1596,0.2078,0.008199,11347800,11347800,0,0.0,0.0,0
33,0.222,2.1597,0.2077,0.008264,11347800,11347800,0,0.0,0.0,0
34,0.227,2.1602,0.2053,0.008416,11347800,11347800,0,0.0,0.0,0
35,0.2272,2.1431,0.2158,0.008285,11347800,11347800,0,0.0,0.0,0
36,0.2248,2.1471,0.2123,0.008676,11347800,11347800,0,0.0,0.0,0
37,0.2194,2.1555,0.1978,0.010141,11347800,11347800,0,0.0,0.0,0
38,0.2274,2.1389,0.2084,0.007337,11347800,11347800,0,0.0,0.0,0
39,0.2328,2.141,0.2115,0.007836,11347800,11347800,0,0.0,0.0,0
40,0.23,2.1376,0.2157,0.007979,11347800,11347800,0,0.0,0.0,0
41,0.2394,2.114,0.2264,0.007168,11347800,11347800,0,0.0,0.0,0
42,0.2368,2.1259,0.2169,0.007188,11347800,11347800,0,0.0,0.0,0
43,0.2342,2.1284,0.2191,0.008829,11347800,11347800,0,0.0,0.0,0
44,0.2376,2.1226,0.2242,0.006978,11347800,11347800,0,0.0,0.0,0
45,0.2396,2.1215,0.2221,0.006678,11347800,11347800,0,0.0,0.0,0
46,0.2334,2.1256,0.2202,0.006687,11347800,11347800,0,0.0,0.0,0
47,0.2388,2.1199,0.2293,0.007915,11347800,11347800,0,0.0,0.0,0
48,0.2414,2.1188,0.227,0.007438,11347800,11347800,0,0.0,0.0,0
49,0.2412,2.1089,0.2339,0.008322,11347800,11347800,0,0.0,0.0,0
50,0.2428,2.1115,0.2239,0.007024,11347800,11347800,0,0.0,0.0,0
51,0.2446,2.1081,0.2355,0.008595,11347800,11347800,0,0.0,0.0,0
52,0.2484,2.0991,0.2361,0.006676,11347800,11347800,0,0.0,0.0,0
53,0.247,2.0974,0.2321,0.00638,11347800,11347800,0,0.0,0.0,0
54,0.248,2.1039,0.2285,0.006208,11347800,11347800,0,0.0,0.0,0
55,0.2458,2.106,0.2258,0.006894,11347800,11347800,0,0.0,0.0,0
56,0.255,2.0981,0.2257,0.00607,11347800,11347800,0,0.0,0.0,0
57,0.2568,2.0891,0.2317,0.005452,11347800,11347800,0,0.0,0.0,0
58,0.2548,2.0959,0.234,0.006508,11347800,11347800,0,0.0,0.0,0
59,0.2434,2.1145,0.2249,0.007489,11347800,11347800,0,0.0,0.0,0
60,0.2598,2.0909,0.2397,0.006478,11347800,11347800,0,0.0,0.0,0
