round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.2026,2.2385,0.2078,0.005619,11347800
2,0.224,2.1395,0.2252,0.004827,11347800
3,0.2444,2.08,0.2441,0.005114,11347800
4,0.2692,2.0363,0.2645,0.004481,11347800
5,0.2772,1.9992,0.2718,0.003509,11347800
6,0.3056,1.9527,0.2996,0.003367,11347800
7,0.3096,1.9209,0.3107,0.003021,11347800
8,0.3188,1.901,0.3168,0.003478,11347800
9,0.3278,1.8773,0.3275,0.00261,11347800
10,0.3382,1.8528,0.3383,0.003027,11347800
11,0.348,1.8451,0.3467,0.004009,11347800
12,0.3508,1.8119,0.3522,0.002986,11347800
13,0.3564,1.7858,0.3658,0.00324,11347800
14,0.3626,1.7788,0.3695,0.003601,11347800
15,0.3692,1.7634,0.3727,0.002258,11347800
16,0.3612,1.7593,0.3737,0.00212,11347800
17,0.377,1.732,0.3891,0.002714,11347800
18,0.3814,1.7303,0.3913,0.003452,11347800
19,0.3872,1.7283,0.3873,0.00457,11347800
20,0.388,1.7035,0.3999,0.003046,11347800
21,0.3904,1.6965,0.4022,0.003711,11347800
22,0.3988,1.6726,0.4103,0.002462,11347800
23,0.4064,1.6657,0.4168,0.002085,11347800
24,0.4028,1.659,0.4154,0.003169,11347800
25,0.41,1.6481,0.424,0.002338,11347800
26,0.418,1.6334,0.4305,0.002146,11347800
27,0.418,1.6241,0.4314,0.00253,11347800
28,0.415,1.6228,0.4356,0.002061,11347800
29,0.4272,1.6069,0.4455,0.002245,11347800
30,0.4146,1.6184,0.4384,0.002366,11347800
31,0.426,1.6008,0.4488,0.001865,11347800
32,0.4228,1.5963,0.4548,0.003165,11347800
33,0.4288,1.582,0.4614,0.002238,11347800
34,0.4262,1.5811,0.463,0.003119,11347800
35,0.4322,1.5851,0.4587,0.003529,11347800
36,0.4312,1.573,0.4688,0.003242,11347800
37,0.43,1.5648,0.4698,0.002262,11347800
38,0.429,1.5686,0.4683,0.003153,11347800
39,0.4332,1.5576,0.4736,0.002443,11347800
40,0.4322,1.5511,0.4812,0.001919,11347800
41,0.44,1.5537,0.4826,0.003388,11347800
42,0.4432,1.5501,0.4819,0.002781,11347800
43,0.4444,1.5416,0.4908,0.00215,11347800
44,0.4434,1.5537,0.4847,0.004471,11347800
45,0.4442,1.5382,0.4933,0.002728,11347800
46,0.4404,1.5389,0.4925,0.002901,11347800
47,0.4376,1.5462,0.4857,0.004687,11347800
48,0.448,1.541,0.5005,0.002586,11347800
49,0.4506,1.5313,0.5055,0.003492,11347800
50,0.447,1.5324,0.5018,0.002868,11347800
51,0.4484,1.5335,0.5124,0.00301,11347800
52,0.4542,1.5174,0.5158,0.002356,11347800
53,0.4496,1.5341,0.5135,0.002478,11347800
54,0.4488,1.5274,0.5126,0.003441,11347800
55,0.4498,1.515,0.5204,0.003444,11347800
56,0.46,1.5152,0.5179,0.003492,11347800
57,0.457,1.5088,0.5286,0.002499,11347800
58,0.4542,1.5216,0.5264,0.002295,11347800
59,0.4566,1.5132,0.5268,0.00407,11347800
60,0.4584,1.5103,0.5314,0.003167,11347800
