round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0978,2.3076,0.097,0.002097,11347800,11347800,0
2,0.0984,2.3015,0.0954,0.004922,11347800,11347800,0
3,0.1008,2.2953,0.0974,0.006696,11347800,11347800,0
4,0.1088,2.2893,0.1072,0.006868,11347800,11347800,0
5,0.1112,2.2852,0.1071,0.007461,11347800,11347800,0
6,0.1256,2.2793,0.122,0.006925,11347800,11347800,0
7,0.1308,2.2736,0.1224,0.007323,11347800,11347800,0
8,0.1444,2.2659,0.1378,0.006265,11347800,11347800,0
9,0.1454,2.2601,0.1384,0.006417,11347800,11347800,0
10,0.1554,2.2526,0.1511,0.004876,11347800,11347800,0
11,0.1594,2.2476,0.1572,0.004056,11347800,11347800,0
12,0.1704,2.2406,0.1699,0.003736,11347800,11347800,0
13,0.1736,2.2358,0.1687,0.003665,11347800,11347800,0
14,0.18,2.2294,0.1766,0.003605,11347800,11347800,0
15,0.1904,2.2241,0.1808,0.002615,11347800,11347800,0
16,0.1944,2.2185,0.1869,0.002709,11347800,11347800,0
17,0.201,2.2131,0.1953,0.001926,11347800,11347800,0
18,0.2058,2.2066,0.2,0.002038,11347800,11347800,0
19,0.2124,2.2008,0.206,0.001462,11347800,11347800,0
20,0.216,2.194,0.208,0.001391,11347800,11347800,0
21,0.217,2.1893,0.2123,0.001175,11347800,11347800,0
22,0.2208,2.1833,0.2171,0.001179,11347800,11347800,0
23,0.2222,2.1765,0.2225,0.001221,11347800,11347800,0
24,0.2286,2.1715,0.2264,0.001093,11347800,11347800,0
25,0.229,2.1668,0.2272,0.001111,11347800,11347800,0
26,0.2304,2.1614,0.2288,0.00119,11347800,11347800,0
27,0.2304,2.1561,0.2298,0.001376,11347800,11347800,0
28,0.2334,2.1519,0.2334,0.001387,11347800,11347800,0
29,0.2352,2.1474,0.2329,0.001083,11347800,11347800,0
30,0.2386,2.1419,0.2326,0.001253,11347800,11347800,0
31,0.2372,2.1383,0.2339,0.001044,11347800,11347800,0
32,0.2374,2.1335,0.237,0.001215,11347800,11347800,0
33,0.2448,2.1291,0.238,0.001255,11347800,11347800,0
34,0.2442,2.1253,0.2394,0.00138,11347800,11347800,0
35,0.2416,2.1219,0.2379,0.001193,11347800,11347800,0
36,0.2452,2.1176,0.2408,0.001225,11347800,11347800,0
37,0.2496,2.1138,0.2455,0.001261,11347800,11347800,0
38,0.2486,2.1102,0.2442,0.001219,11347800,11347800,0
39,0.252,2.1052,0.2449,0.00125,11347800,11347800,0
40,0.2512,2.1031,0.2477,0.001454,11347800,11347800,0
41,0.2524,2.0995,0.2465,0.001452,11347800,11347800,0
42,0.2508,2.0961,0.2463,0.001236,11347800,11347800,0
43,0.2508,2.0937,0.2476,0.001173,11347800,11347800,0
44,0.2514,2.0907,0.2497,0.001242,11347800,11347800,0
45,0.2558,2.0875,0.2484,0.001247,11347800,11347800,0
46,0.2538,2.0842,0.2503,0.001315,11347800,11347800,0
47,0.2572,2.0813,0.2509,0.001346,11347800,11347800,0
48,0.2586,2.078,0.2546,0.001381,11347800,11347800,0
49,0.2646,2.0752,0.2557,0.001483,11347800,11347800,0
50,0.264,2.0709,0.2593,0.001225,11347800,11347800,0
51,0.2646,2.0686,0.2584,0.00145,11347800,11347800,0
52,0.263,2.0662,0.2571,0.001447,11347800,11347800,0
53,0.264,2.0621,0.2591,0.001356,11347800,11347800,0
54,0.262,2.0605,0.2592,0.001284,11347800,11347800,0
55,0.2626,2.0581,0.2613,0.00146,11347800,11347800,0
56,0.264,2.0558,0.2616,0.00138,11347800,11347800,0
57,0.265,2.0536,0.2626,0.00116,11347800,11347800,0
58,0.2628,2.0533,0.2579,0.001386,11347800,11347800,0
59,0.266,2.0489,0.263,0.001544,11347800,11347800,0
60,0.2636,2.0476,0.2624,0.001551,11347800,11347800,0
