round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.1234,2.3129,0.1237,0.019939,11347800
2,0.158,2.2673,0.1483,0.016608,11347800
3,0.1782,2.2167,0.1701,0.013735,11347800
4,0.1932,2.1654,0.1877,0.015485,11347800
5,0.1938,2.1246,0.1899,0.019909,11347800
6,0.2122,2.0873,0.2238,0.018076,11347800
7,0.2434,2.0658,0.2387,0.009214,11347800
8,0.2546,2.0327,0.2523,0.011042,11347800
9,0.2506,2.0237,0.2572,0.013147,11347800
10,0.2364,2.0495,0.237,0.0145,11347800
11,0.259,2.001,0.2624,0.011955,11347800
12,0.2778,1.9737,0.2912,0.013735,11347800
13,0.2856,1.9749,0.2997,0.015388,11347800
14,0.2854,1.9572,0.2887,0.010158,11347800
15,0.2894,1.939,0.3116,0.012226,11347800
16,0.2816,1.9568,0.2809,0.016867,11347800
17,0.3016,1.9272,0.3101,0.014326,11347800
18,0.312,1.9014,0.3111,0.009427,11347800
19,0.3042,1.9287,0.2995,0.010995,11347800
20,0.3016,1.9032,0.3285,0.01238,11347800
21,0.3112,1.8935,0.3297,0.013347,11347800
22,0.3054,1.916,0.3166,0.013508,11347800
23,0.3136,1.8872,0.3397,0.016534,11347800
24,0.3426,1.8392,0.3454,0.004263,11347800
25,0.3254,1.8578,0.3408,0.010589,11347800
26,0.3308,1.8552,0.3381,0.015138,11347800
27,0.337,1.8364,0.3498,0.008225,11347800
28,0.3416,1.818,0.3629,0.010527,11347800
29,0.3412,1.8154,0.3599,0.006703,11347800
30,0.3332,1.8179,0.3523,0.009506,11347800
31,0.3556,1.7812,0.381,0.008849,11347800
32,0.3556,1.7923,0.3723,0.007789,11347800
33,0.354,1.7864,0.3657,0.011254,11347800
34,0.346,1.8011,0.3488,0.004062,11347800
35,0.3496,1.7773,0.3714,0.009035,11347800
36,0.358,1.7634,0.3697,0.010902,11347800
37,0.3258,1.8568,0.34,0.008027,11347800
38,0.3514,1.7684,0.3846,0.011181,11347800
39,0.3378,1.812,0.3605,0.008495,11347800
40,0.365,1.7458,0.4005,0.006948,11347800
41,0.3534,1.7822,0.3684,0.006782,11347800
42,0.3684,1.7437,0.3892,0.006346,11347800
43,0.3602,1.7523,0.3867,0.008394,11347800
44,0.36,1.7488,0.3876,0.008756,11347800
45,0.3702,1.7328,0.4041,0.010693,11347800
46,0.3692,1.7334,0.3925,0.010034,11347800
47,0.3716,1.7286,0.3968,0.009412,11347800
48,0.3706,1.7399,0.3959,0.009303,11347800
49,0.3694,1.725,0.3967,0.007779,11347800
50,0.3842,1.7051,0.4183,0.009984,11347800
51,0.368,1.7469,0.393,0.007306,11347800
52,0.3752,1.729,0.3982,0.007431,11347800
53,0.3738,1.7233,0.4008,0.011549,11347800
54,0.3722,1.7303,0.3873,0.015317,11347800
55,0.377,1.7159,0.413,0.008759,11347800
56,0.3828,1.7147,0.4086,0.011372,11347800
57,0.3894,1.6987,0.4261,0.005589,11347800
58,0.3928,1.6856,0.4179,0.008703,11347800
59,0.3892,1.7022,0.421,0.005461,11347800
60,0.376,1.7281,0.4086,0.009774,11347800
