round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.1234,2.3129,0.1237,0.019939,11347800
2,0.1594,2.2658,0.154,0.015138,11347800
3,0.1978,2.208,0.1826,0.011432,11347800
4,0.1882,2.1693,0.189,0.019196,11347800
5,0.2068,2.1188,0.2019,0.015595,11347800
6,0.2132,2.0987,0.2158,0.016382,11347800
7,0.2458,2.0677,0.2342,0.010423,11347800
8,0.2596,2.0381,0.2374,0.011021,11347800
9,0.257,2.0178,0.2552,0.012543,11347800
10,0.2496,2.0279,0.2436,0.012657,11347800
11,0.26,2.0026,0.2575,0.011902,11347800
12,0.2762,1.9748,0.2771,0.010067,11347800
13,0.2874,1.9665,0.2879,0.009981,11347800
14,0.2852,1.9557,0.2814,0.009161,11347800
15,0.2852,1.9463,0.2927,0.011909,11347800
16,0.2804,1.9497,0.2773,0.014912,11347800
17,0.2982,1.9276,0.2883,0.011478,11347800
18,0.3098,1.9023,0.2972,0.009769,11347800
19,0.3046,1.9041,0.2998,0.009375,11347800
20,0.3018,1.8939,0.3153,0.008232,11347800
21,0.3108,1.8782,0.3167,0.011574,11347800
22,0.3108,1.8924,0.3168,0.009957,11347800
23,0.3172,1.8643,0.3296,0.008679,11347800
24,0.3256,1.8476,0.3302,0.004373,11347800
25,0.3228,1.843,0.3308,0.006351,11347800
26,0.3338,1.8342,0.3387,0.012062,11347800
27,0.3378,1.823,0.3431,0.00607,11347800
28,0.3374,1.817,0.3459,0.007197,11347800
29,0.3388,1.808,0.3477,0.006963,11347800
30,0.3392,1.8079,0.3492,0.007474,11347800
31,0.3506,1.7841,0.3642,0.008529,11347800
32,0.358,1.7789,0.3661,0.008132,11347800
33,0.3514,1.7821,0.3606,0.011808,11347800
34,0.3482,1.7775,0.349,0.005044,11347800
35,0.3556,1.7692,0.3587,0.006442,11347800
36,0.3578,1.7668,0.3598,0.012232,11347800
37,0.3396,1.8038,0.3434,0.007499,11347800
38,0.3544,1.7608,0.3791,0.008424,11347800
39,0.3516,1.7714,0.3764,0.005563,11347800
40,0.368,1.7448,0.3882,0.006201,11347800
41,0.359,1.7585,0.3665,0.007533,11347800
42,0.3712,1.7369,0.38,0.006089,11347800
43,0.3662,1.741,0.3742,0.007943,11347800
44,0.3732,1.7291,0.3925,0.007029,11347800
45,0.3754,1.7245,0.399,0.011482,11347800
46,0.3794,1.7111,0.397,0.010193,11347800
47,0.3784,1.7161,0.4013,0.008918,11347800
48,0.371,1.7278,0.3918,0.007617,11347800
49,0.3786,1.7093,0.4012,0.008092,11347800
50,0.3864,1.6962,0.411,0.009805,11347800
51,0.381,1.7131,0.4059,0.005705,11347800
52,0.3818,1.7072,0.4049,0.007321,11347800
53,0.3872,1.6971,0.4088,0.009475,11347800
54,0.3844,1.698,0.3974,0.014461,11347800
55,0.3878,1.6869,0.4103,0.00912,11347800
56,0.3862,1.7003,0.4036,0.010294,11347800
57,0.3968,1.681,0.4212,0.004455,11347800
58,0.3956,1.6695,0.4141,0.007749,11347800
59,0.3892,1.677,0.4206,0.005388,11347800
60,0.397,1.6879,0.415,0.007974,11347800
