round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.1008,2.3157,0.0752,0.02702,11347800
2,0.1202,2.3034,0.1321,0.022693,11347800
3,0.1324,2.2845,0.141,0.024245,11347800
4,0.1578,2.2325,0.1602,0.021692,11347800
5,0.1602,2.2272,0.1884,0.021501,11347800
6,0.1472,2.3592,0.1922,0.028946,11347800
7,0.168,2.3279,0.2099,0.025906,11347800
8,0.2252,2.1531,0.2396,0.012483,11347800
9,0.2696,2.0574,0.2466,0.006973,11347800
10,0.2802,2.0281,0.2466,0.008189,11347800
11,0.2774,2.0053,0.2593,0.009324,11347800
12,0.2798,1.9849,0.2771,0.01028,11347800
13,0.2862,1.9707,0.3052,0.010798,11347800
14,0.283,1.971,0.3157,0.023149,11347800
15,0.2846,1.9852,0.3158,0.033278,11347800
16,0.287,1.9793,0.32,0.033065,11347800
17,0.2994,1.9539,0.3143,0.0183,11347800
18,0.3096,1.9405,0.3005,0.011467,11347800
19,0.3156,1.9335,0.2959,0.008425,11347800
20,0.328,1.8727,0.3185,0.003647,11347800
21,0.3382,1.8497,0.339,0.002999,11347800
22,0.3408,1.8455,0.3489,0.006995,11347800
23,0.3394,1.8504,0.3594,0.012239,11347800
24,0.344,1.8388,0.3683,0.014174,11347800
25,0.3448,1.8314,0.3637,0.013062,11347800
26,0.3492,1.8176,0.3608,0.009652,11347800
27,0.3548,1.7999,0.353,0.007079,11347800
28,0.3692,1.7754,0.3645,0.00416,11347800
29,0.359,1.7996,0.3572,0.00528,11347800
30,0.3616,1.7835,0.3717,0.004837,11347800
31,0.3638,1.7602,0.3875,0.006234,11347800
32,0.3608,1.773,0.3912,0.010398,11347800
33,0.3586,1.7789,0.3871,0.013091,11347800
34,0.3696,1.7517,0.3786,0.011495,11347800
35,0.3774,1.7599,0.3725,0.009335,11347800
36,0.3764,1.7708,0.3713,0.007346,11347800
37,0.3814,1.762,0.3838,0.003812,11347800
38,0.3694,1.7721,0.3955,0.003537,11347800
39,0.3552,1.8423,0.3979,0.009268,11347800
40,0.3618,1.8177,0.4119,0.009616,11347800
41,0.3826,1.7357,0.4249,0.007606,11347800
42,0.3884,1.7232,0.411,0.008606,11347800
43,0.388,1.7585,0.3926,0.012109,11347800
44,0.3848,1.7622,0.3888,0.009971,11347800
45,0.4002,1.7144,0.4126,0.007778,11347800
46,0.4036,1.7012,0.4372,0.007377,11347800
47,0.3958,1.7209,0.4478,0.007539,11347800
48,0.3914,1.7326,0.4481,0.006891,11347800
49,0.3998,1.7039,0.4468,0.004376,11347800
50,0.4094,1.6841,0.4341,0.00517,11347800
51,0.409,1.6963,0.426,0.008077,11347800
52,0.4086,1.7077,0.4241,0.009438,11347800
53,0.4102,1.7105,0.4337,0.008881,11347800
54,0.4054,1.7358,0.4346,0.012012,11347800
55,0.4104,1.7215,0.4447,0.010813,11347800
56,0.4046,1.7184,0.4552,0.010433,11347800
57,0.4124,1.6943,0.4678,0.007136,11347800
58,0.4166,1.6683,0.4653,0.006567,11347800
59,0.4148,1.6775,0.4499,0.0104,11347800
60,0.404,1.7281,0.4324,0.013522,11347800
