round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0944,2.3311,0.0716,0.014555,22695600,11347800,11347800
2,0.104,2.3141,0.0837,0.013786,22695600,11347800,11347800
3,0.0998,2.3004,0.0862,0.009732,22695600,11347800,11347800
4,0.11,2.2901,0.0925,0.01021,22695600,11347800,11347800
5,0.1246,2.2871,0.1114,0.006851,22695600,11347800,11347800
6,0.137,2.2827,0.1295,0.00384,22695600,11347800,11347800
7,0.139,2.2807,0.1471,0.011096,22695600,11347800,11347800
8,0.139,2.2801,0.153,0.016699,22695600,11347800,11347800
9,0.142,2.2798,0.1606,0.004393,22695600,11347800,11347800
10,0.1364,2.2811,0.1498,0.007248,22695600,11347800,11347800
11,0.1452,2.283,0.1789,0.020524,22695600,11347800,11347800
12,0.142,2.2854,0.1685,0.027318,22695600,11347800,11347800
13,0.1512,2.2828,0.1773,0.025311,22695600,11347800,11347800
14,0.1482,2.2824,0.1847,0.023075,22695600,11347800,11347800
15,0.1466,2.2723,0.1618,0.011257,22695600,11347800,11347800
16,0.1468,2.2738,0.173,0.008339,22695600,11347800,11347800
17,0.1496,2.2779,0.1842,0.015153,22695600,11347800,11347800
18,0.1426,2.2846,0.1862,0.023892,22695600,11347800,11347800
19,0.1602,2.2826,0.1989,0.020905,22695600,11347800,11347800
20,0.1672,2.2753,0.1885,0.011768,22695600,11347800,11347800
21,0.1572,2.2816,0.1714,0.016147,22695600,11347800,11347800
22,0.134,2.2827,0.1489,0.019447,22695600,11347800,11347800
23,0.158,2.2791,0.1899,0.022583,22695600,11347800,11347800
24,0.1622,2.2813,0.2035,0.026312,22695600,11347800,11347800
25,0.1496,2.2826,0.1797,0.028978,22695600,11347800,11347800
26,0.1556,2.2749,0.1836,0.022858,22695600,11347800,11347800
27,0.1652,2.2701,0.2009,0.025371,22695600,11347800,11347800
28,0.1682,2.2701,0.2127,0.029901,22695600,11347800,11347800
29,0.1804,2.2564,0.2155,0.018305,22695600,11347800,11347800
30,0.1748,2.2689,0.2113,0.016189,22695600,11347800,11347800
31,0.17,2.2606,0.2151,0.019384,22695600,11347800,11347800
32,0.1854,2.257,0.2231,0.021117,22695600,11347800,11347800
33,0.1758,2.2554,0.2125,0.021587,22695600,11347800,11347800
34,0.179,2.2572,0.2158,0.024259,22695600,11347800,11347800
35,0.1794,2.2551,0.2212,0.022979,22695600,11347800,11347800
36,0.1816,2.2604,0.2138,0.016294,22695600,11347800,11347800
37,0.185,2.2665,0.221,0.022097,22695600,11347800,11347800
38,0.1916,2.2598,0.2267,0.021598,22695600,11347800,11347800
39,0.174,2.2638,0.2049,0.02246,22695600,11347800,11347800
40,0.1804,2.2643,0.22,0.025169,22695600,11347800,11347800
41,0.1876,2.253,0.2298,0.023118,22695600,11347800,11347800
42,0.1794,2.2562,0.2207,0.02854,22695600,11347800,11347800
43,0.1682,2.2587,0.204,0.019945,22695600,11347800,11347800
44,0.192,2.2549,0.2192,0.014884,22695600,11347800,11347800
45,0.173,2.2624,0.1964,0.016852,22695600,11347800,11347800
46,0.177,2.2627,0.2059,0.021544,22695600,11347800,11347800
47,0.1748,2.2702,0.2134,0.027329,22695600,11347800,11347800
48,0.1796,2.2576,0.2152,0.027683,22695600,11347800,11347800
49,0.186,2.2601,0.2211,0.021666,22695600,11347800,11347800
50,0.1884,2.2593,0.2199,0.015422,22695600,11347800,11347800
51,0.1778,2.2591,0.2141,0.013737,22695600,11347800,11347800
52,0.1872,2.2625,0.2255,0.020793,22695600,11347800,11347800
53,0.1842,2.2495,0.2314,0.025837,22695600,11347800,11347800
54,0.1778,2.24,0.2109,0.014205,22695600,11347800,11347800
55,0.1912,2.2437,0.2299,0.019698,22695600,11347800,11347800
56,0.1826,2.2366,0.2226,0.018901,22695600,11347800,11347800
57,0.1976,2.2362,0.2381,0.02056,22695600,11347800,11347800
58,0.2044,2.2355,0.251,0.019428,22695600,11347800,11347800
59,0.192,2.2453,0.2299,0.017499,22695600,11347800,11347800
60,0.1996,2.2386,0.2319,0.011212,22695600,11347800,11347800
