round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0974,2.3081,0.0951,5.4e-05,11347800,11347800,0
2,0.108,2.3021,0.1082,8.5e-05,11347800,11347800,0
3,0.107,2.2964,0.1072,0.000147,11347800,11347800,0
4,0.1024,2.2915,0.1034,8e-05,11347800,11347800,0
5,0.1266,2.2908,0.1252,7.2e-05,11347800,11347800,0
6,0.1342,2.289,0.1353,6.9e-05,11347800,11347800,0
7,0.1394,2.2859,0.1371,8.3e-05,11347800,11347800,0
8,0.1484,2.2833,0.1482,7.8e-05,11347800,11347800,0
9,0.1454,2.2806,0.1425,5.7e-05,11347800,11347800,0
10,0.1548,2.2781,0.1537,0.000126,11347800,11347800,0
11,0.144,2.2775,0.1394,0.0002,11347800,11347800,0
12,0.1608,2.274,0.1614,0.000192,11347800,11347800,0
13,0.1648,2.2726,0.1653,0.000125,11347800,11347800,0
14,0.1398,2.2735,0.14,0.000136,11347800,11347800,0
15,0.1558,2.27,0.1567,0.000101,11347800,11347800,0
16,0.1602,2.2721,0.1549,9e-05,11347800,11347800,0
17,0.1498,2.2733,0.1512,7.8e-05,11347800,11347800,0
18,0.1578,2.2712,0.1566,9.6e-05,11347800,11347800,0
19,0.1422,2.269,0.1414,0.000131,11347800,11347800,0
20,0.1302,2.2647,0.1315,0.000112,11347800,11347800,0
21,0.1404,2.259,0.1412,0.000142,11347800,11347800,0
22,0.1412,2.2564,0.1474,0.000106,11347800,11347800,0
23,0.1428,2.254,0.1437,0.000149,11347800,11347800,0
24,0.158,2.2499,0.1559,0.000154,11347800,11347800,0
25,0.1552,2.2477,0.1546,0.000135,11347800,11347800,0
26,0.171,2.2439,0.1745,0.000149,11347800,11347800,0
27,0.1822,2.2384,0.1769,0.000135,11347800,11347800,0
28,0.1926,2.2312,0.1942,0.000103,11347800,11347800,0
29,0.1988,2.2297,0.1999,0.000141,11347800,11347800,0
30,0.1964,2.2254,0.1978,0.000156,11347800,11347800,0
31,0.1876,2.2239,0.1878,7.2e-05,11347800,11347800,0
32,0.1988,2.2213,0.1952,7.7e-05,11347800,11347800,0
33,0.1928,2.219,0.1923,9.2e-05,11347800,11347800,0
34,0.198,2.2136,0.1936,0.000101,11347800,11347800,0
35,0.1914,2.2143,0.1915,8.9e-05,11347800,11347800,0
36,0.1962,2.2098,0.1979,8e-05,11347800,11347800,0
37,0.1972,2.2057,0.1963,0.000123,11347800,11347800,0
38,0.2104,2.201,0.2044,8e-05,11347800,11347800,0
39,0.2164,2.1961,0.2121,0.000147,11347800,11347800,0
40,0.2186,2.1923,0.2081,0.000115,11347800,11347800,0
41,0.22,2.1892,0.2149,0.000128,11347800,11347800,0
42,0.212,2.1871,0.2125,0.000112,11347800,11347800,0
43,0.2088,2.1836,0.2116,0.000112,11347800,11347800,0
44,0.2102,2.1793,0.2116,0.000174,11347800,11347800,0
45,0.2124,2.1787,0.2121,0.000159,11347800,11347800,0
46,0.2164,2.175,0.2101,0.000133,11347800,11347800,0
47,0.2226,2.169,0.2121,0.000149,11347800,11347800,0
48,0.2276,2.1669,0.2213,0.000143,11347800,11347800,0
49,0.2376,2.1613,0.2307,0.000122,11347800,11347800,0
50,0.2378,2.1601,0.2283,0.000164,11347800,11347800,0
51,0.228,2.157,0.2243,9.7e-05,11347800,11347800,0
52,0.228,2.1553,0.2268,9.5e-05,11347800,11347800,0
53,0.2308,2.1527,0.2302,0.000108,11347800,11347800,0
54,0.2298,2.1525,0.2255,0.000139,11347800,11347800,0
55,0.2288,2.1472,0.2241,0.000122,11347800,11347800,0
56,0.235,2.1422,0.2287,9.9e-05,11347800,11347800,0
57,0.239,2.1394,0.2348,0.000166,11347800,11347800,0
58,0.2412,2.1375,0.233,0.000153,11347800,11347800,0
59,0.2406,2.1331,0.2336,0.000131,11347800,11347800,0
60,0.2404,2.1318,0.2305,0.000147,11347800,11347800,0
