round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.1762,2.2793,0.1679,5.2e-05,11347800
2,0.2266,2.2506,0.2188,7.3e-05,11347800
3,0.2284,2.202,0.2227,0.000162,11347800
4,0.234,2.1442,0.235,8.2e-05,11347800
5,0.2502,2.0977,0.2472,5.6e-05,11347800
6,0.2682,2.0527,0.2665,3.7e-05,11347800
7,0.2822,2.0203,0.2857,3.3e-05,11347800
8,0.2712,2.0099,0.2792,4e-05,11347800
9,0.2868,1.9806,0.2915,5.3e-05,11347800
10,0.3006,1.9472,0.3066,0.000108,11347800
11,0.311,1.9232,0.3141,7.6e-05,11347800
12,0.305,1.9169,0.3155,7.2e-05,11347800
13,0.3122,1.9039,0.3255,7.2e-05,11347800
14,0.3232,1.8849,0.327,9e-05,11347800
15,0.3298,1.8729,0.3321,7.4e-05,11347800
16,0.3242,1.857,0.3399,9.9e-05,11347800
17,0.3374,1.8331,0.349,0.000105,11347800
18,0.3472,1.8186,0.3546,5.7e-05,11347800
19,0.3464,1.8136,0.3563,7.4e-05,11347800
20,0.3562,1.7986,0.3615,7.9e-05,11347800
21,0.3448,1.8156,0.3443,9.1e-05,11347800
22,0.3568,1.7731,0.3668,0.000117,11347800
23,0.3658,1.7658,0.37,8.2e-05,11347800
24,0.3706,1.7589,0.3752,0.000138,11347800
25,0.3772,1.7441,0.3826,0.000134,11347800
26,0.3804,1.7346,0.3846,6.9e-05,11347800
27,0.3856,1.718,0.3932,9.5e-05,11347800
28,0.3904,1.7083,0.3988,9e-05,11347800
29,0.3902,1.7,0.4014,9e-05,11347800
30,0.3744,1.7244,0.3887,0.00011,11347800
31,0.3974,1.6848,0.4058,9.9e-05,11347800
32,0.3988,1.6768,0.4132,9.7e-05,11347800
33,0.395,1.6824,0.4091,7.8e-05,11347800
34,0.4026,1.6674,0.4171,0.000107,11347800
35,0.399,1.6679,0.4211,0.000127,11347800
36,0.41,1.6522,0.4212,9.4e-05,11347800
37,0.411,1.6573,0.419,9.3e-05,11347800
38,0.413,1.6401,0.4296,0.000118,11347800
39,0.4078,1.6446,0.4258,7.1e-05,11347800
40,0.4098,1.6336,0.4344,0.000143,11347800
41,0.4048,1.6513,0.4303,8.9e-05,11347800
42,0.4044,1.6458,0.4243,0.000142,11347800
43,0.421,1.6163,0.4425,0.000114,11347800
44,0.4268,1.6079,0.4461,8.4e-05,11347800
45,0.4208,1.6034,0.4478,0.000109,11347800
46,0.4266,1.5884,0.4573,9.8e-05,11347800
47,0.4252,1.5985,0.4525,9.1e-05,11347800
48,0.4296,1.5828,0.4591,8.8e-05,11347800
49,0.4258,1.5941,0.4547,7.3e-05,11347800
50,0.4312,1.576,0.4635,9e-05,11347800
51,0.4238,1.5911,0.4625,9.7e-05,11347800
52,0.4258,1.5809,0.4601,6.7e-05,11347800
53,0.4404,1.5725,0.4668,7e-05,11347800
54,0.4396,1.5634,0.4749,9.4e-05,11347800
55,0.4392,1.5587,0.4776,8e-05,11347800
56,0.426,1.5884,0.4662,0.000124,11347800
57,0.4354,1.5546,0.4783,7.5e-05,11347800
58,0.4464,1.5492,0.4871,9.1e-05,11347800
59,0.4538,1.5344,0.493,7.5e-05,11347800
60,0.4486,1.5343,0.4952,9.9e-05,11347800
