round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.17,2.2794,0.1633,4.7e-05,11347800
2,0.227,2.2151,0.2266,4.1e-05,11347800
3,0.2436,2.1554,0.2383,6.1e-05,11347800
4,0.2586,2.088,0.2499,5e-05,11347800
5,0.277,2.033,0.2769,6.9e-05,11347800
6,0.294,1.9917,0.2922,5.7e-05,11347800
7,0.3002,1.97,0.3014,0.000164,11347800
8,0.2858,1.9621,0.2985,8e-05,11347800
9,0.311,1.9146,0.3171,8.5e-05,11347800
10,0.3174,1.9052,0.3186,0.000138,11347800
11,0.332,1.8704,0.3345,0.000128,11347800
12,0.3278,1.8656,0.3374,9.6e-05,11347800
13,0.3358,1.8417,0.3469,0.0001,11347800
14,0.3488,1.8281,0.3519,9e-05,11347800
15,0.3446,1.8417,0.3485,8e-05,11347800
16,0.3482,1.8028,0.3634,0.000112,11347800
17,0.3628,1.7797,0.3718,0.000141,11347800
18,0.3732,1.764,0.3801,0.00011,11347800
19,0.3648,1.7659,0.379,8.4e-05,11347800
20,0.3762,1.7462,0.3836,9.9e-05,11347800
21,0.3686,1.7522,0.3768,0.000113,11347800
22,0.3772,1.7264,0.3883,0.000113,11347800
23,0.3788,1.7263,0.3902,6.9e-05,11347800
24,0.3902,1.7078,0.3968,6.1e-05,11347800
25,0.3938,1.6958,0.4043,0.0001,11347800
26,0.3894,1.6956,0.4009,8.4e-05,11347800
27,0.3978,1.6753,0.412,8.5e-05,11347800
28,0.4002,1.6658,0.4182,0.000135,11347800
29,0.4068,1.6565,0.4285,0.000114,11347800
30,0.388,1.6719,0.4135,8.4e-05,11347800
31,0.4098,1.647,0.4235,9.2e-05,11347800
32,0.4138,1.6277,0.4388,8.4e-05,11347800
33,0.4064,1.6447,0.4324,8.8e-05,11347800
34,0.415,1.6212,0.4422,0.000116,11347800
35,0.4172,1.6301,0.4422,8.2e-05,11347800
36,0.4196,1.6143,0.4484,0.000107,11347800
37,0.4138,1.6285,0.4456,0.000106,11347800
38,0.4224,1.5977,0.4568,0.000102,11347800
39,0.4152,1.6081,0.453,0.000123,11347800
40,0.4284,1.5835,0.4623,8.8e-05,11347800
41,0.4186,1.6172,0.4534,8.8e-05,11347800
42,0.4224,1.6045,0.451,0.000153,11347800
43,0.4296,1.5778,0.468,0.000133,11347800
44,0.4358,1.5674,0.4734,0.000101,11347800
45,0.4392,1.5632,0.4775,9.4e-05,11347800
46,0.4422,1.5506,0.487,0.000114,11347800
47,0.443,1.5548,0.4835,8.5e-05,11347800
48,0.4412,1.5467,0.489,9.5e-05,11347800
49,0.4388,1.557,0.4811,0.000134,11347800
50,0.4422,1.5534,0.4856,0.000124,11347800
51,0.44,1.5514,0.4925,0.000117,11347800
52,0.443,1.5474,0.4912,0.000105,11347800
53,0.447,1.5425,0.4998,0.000139,11347800
54,0.4414,1.5474,0.4967,0.000189,11347800
55,0.4534,1.5261,0.5084,9.1e-05,11347800
56,0.444,1.5488,0.5027,9.5e-05,11347800
57,0.4556,1.5213,0.5108,0.000126,11347800
58,0.458,1.5122,0.5228,0.000117,11347800
59,0.4636,1.5052,0.527,8.5e-05,11347800
60,0.4604,1.5078,0.5285,0.000118,11347800
