round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.173,2.2758,0.1671,0.001197,11347800
2,0.2028,2.1965,0.2035,0.001446,11347800
3,0.259,2.1084,0.2557,0.001998,11347800
4,0.2412,2.09,0.2355,0.003399,11347800
5,0.2732,2.006,0.277,0.003843,11347800
6,0.288,1.9904,0.2832,0.001131,11347800
7,0.2984,1.9459,0.3019,0.001243,11347800
8,0.2932,1.9378,0.3032,0.00255,11347800
9,0.3046,1.9332,0.3037,0.002251,11347800
10,0.3114,1.8991,0.3143,0.002218,11347800
11,0.3202,1.8924,0.3261,0.001306,11347800
12,0.3322,1.8701,0.3327,0.002449,11347800
13,0.3328,1.8552,0.3382,0.001659,11347800
14,0.336,1.8412,0.3308,0.003941,11347800
15,0.3504,1.8137,0.3567,0.000898,11347800
16,0.3448,1.8161,0.349,0.002901,11347800
17,0.3462,1.8356,0.3413,0.003994,11347800
18,0.363,1.7883,0.3699,0.000858,11347800
19,0.351,1.7807,0.3637,0.001801,11347800
20,0.3692,1.7724,0.3759,0.000891,11347800
21,0.3578,1.7728,0.374,0.001335,11347800
22,0.3646,1.7622,0.3755,0.001426,11347800
23,0.371,1.7514,0.3763,0.001217,11347800
24,0.372,1.7639,0.3713,0.003495,11347800
25,0.372,1.7565,0.3822,0.003802,11347800
26,0.343,1.7963,0.3551,0.005829,11347800
27,0.3578,1.7529,0.3798,0.002577,11347800
28,0.3784,1.7221,0.3915,0.002685,11347800
29,0.3578,1.7799,0.378,0.001868,11347800
30,0.3854,1.7119,0.3904,0.002996,11347800
31,0.3798,1.7371,0.3936,0.000948,11347800
32,0.3564,1.7516,0.3857,0.002553,11347800
33,0.3886,1.7091,0.3994,0.003296,11347800
34,0.3584,1.7725,0.3852,0.002056,11347800
35,0.3916,1.6984,0.4046,0.002248,11347800
36,0.385,1.6933,0.3981,0.003368,11347800
37,0.3702,1.7142,0.3758,0.004455,11347800
38,0.3844,1.7035,0.4026,0.003618,11347800
39,0.4082,1.6621,0.4287,0.001823,11347800
40,0.3762,1.7166,0.3991,0.003683,11347800
41,0.4032,1.6664,0.4286,0.001356,11347800
42,0.4022,1.6584,0.4225,0.003454,11347800
43,0.4006,1.6559,0.4283,0.002889,11347800
44,0.4016,1.6777,0.4246,0.002826,11347800
45,0.4178,1.6303,0.4378,0.001988,11347800
46,0.4092,1.63,0.4402,0.00208,11347800
47,0.4244,1.6066,0.4398,0.003069,11347800
48,0.3968,1.6514,0.4285,0.003035,11347800
49,0.3684,1.7173,0.3848,0.003291,11347800
50,0.4068,1.6448,0.4382,0.003266,11347800
51,0.4018,1.6415,0.4384,0.003277,11347800
52,0.421,1.6005,0.4584,0.00175,11347800
53,0.4234,1.6,0.4563,0.000849,11347800
54,0.398,1.6669,0.4301,0.005531,11347800
55,0.4182,1.6126,0.4647,0.001968,11347800
56,0.4116,1.6244,0.4558,0.002015,11347800
57,0.43,1.5903,0.4634,0.002621,11347800
58,0.4096,1.626,0.4369,0.005691,11347800
59,0.4258,1.5967,0.4586,0.00302,11347800
60,0.4266,1.5877,0.4699,0.001389,11347800
