round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0978,2.3076,0.097,0.002097,11347800,11347800,0
2,0.1082,2.2994,0.1039,0.003435,11347800,11347800,0
3,0.1168,2.293,0.1127,0.00412,11347800,11347800,0
4,0.1256,2.2878,0.1178,0.004541,11347800,11347800,0
5,0.1282,2.283,0.1205,0.004438,11347800,11347800,0
6,0.1332,2.2773,0.1278,0.004467,11347800,11347800,0
7,0.147,2.2712,0.1381,0.004246,11347800,11347800,0
8,0.1532,2.2649,0.1478,0.004258,11347800,11347800,0
9,0.1556,2.2589,0.1528,0.003997,11347800,11347800,0
10,0.1578,2.2529,0.1577,0.003191,11347800,11347800,0
11,0.1638,2.2471,0.1638,0.003008,11347800,11347800,0
12,0.1738,2.241,0.1707,0.002731,11347800,11347800,0
13,0.182,2.2354,0.1772,0.002537,11347800,11347800,0
14,0.1896,2.2285,0.1857,0.002152,11347800,11347800,0
15,0.195,2.2234,0.186,0.002032,11347800,11347800,0
16,0.1972,2.2187,0.1895,0.002014,11347800,11347800,0
17,0.204,2.2137,0.194,0.001848,11347800,11347800,0
18,0.2082,2.2072,0.2,0.001761,11347800,11347800,0
19,0.2146,2.201,0.2054,0.002018,11347800,11347800,0
20,0.2226,2.1941,0.2106,0.002014,11347800,11347800,0
21,0.225,2.1887,0.2161,0.001969,11347800,11347800,0
22,0.2266,2.1829,0.2181,0.002093,11347800,11347800,0
23,0.2296,2.1767,0.2202,0.001989,11347800,11347800,0
24,0.2366,2.1713,0.2275,0.0016,11347800,11347800,0
25,0.2364,2.1664,0.2281,0.001749,11347800,11347800,0
26,0.2402,2.1615,0.2305,0.001802,11347800,11347800,0
27,0.2388,2.1558,0.2289,0.002167,11347800,11347800,0
28,0.2402,2.1519,0.2343,0.002143,11347800,11347800,0
29,0.2408,2.1467,0.2356,0.001754,11347800,11347800,0
30,0.2388,2.1415,0.2341,0.002266,11347800,11347800,0
31,0.242,2.1376,0.2382,0.001833,11347800,11347800,0
32,0.24,2.1336,0.2376,0.002301,11347800,11347800,0
33,0.2468,2.1291,0.2418,0.002245,11347800,11347800,0
34,0.2502,2.1256,0.2428,0.00225,11347800,11347800,0
35,0.2442,2.1222,0.2405,0.002074,11347800,11347800,0
36,0.2516,2.1176,0.246,0.002055,11347800,11347800,0
37,0.2546,2.1141,0.249,0.0022,11347800,11347800,0
38,0.2558,2.1101,0.2464,0.001982,11347800,11347800,0
39,0.257,2.105,0.247,0.002076,11347800,11347800,0
40,0.2558,2.1042,0.2485,0.002412,11347800,11347800,0
41,0.2564,2.1004,0.2496,0.002053,11347800,11347800,0
42,0.2602,2.096,0.2517,0.002,11347800,11347800,0
43,0.257,2.0944,0.2499,0.002055,11347800,11347800,0
44,0.2614,2.0916,0.2522,0.00204,11347800,11347800,0
45,0.261,2.0884,0.2518,0.001927,11347800,11347800,0
46,0.2626,2.0842,0.2541,0.001667,11347800,11347800,0
47,0.2636,2.0818,0.2554,0.00194,11347800,11347800,0
48,0.264,2.0782,0.2567,0.001779,11347800,11347800,0
49,0.2646,2.0761,0.2558,0.001934,11347800,11347800,0
50,0.2656,2.0712,0.2612,0.001969,11347800,11347800,0
51,0.2668,2.0692,0.259,0.001852,11347800,11347800,0
52,0.2652,2.0671,0.2595,0.002244,11347800,11347800,0
53,0.2658,2.0626,0.2609,0.001966,11347800,11347800,0
54,0.2654,2.0609,0.2612,0.001867,11347800,11347800,0
55,0.2704,2.059,0.2632,0.002023,11347800,11347800,0
56,0.27,2.0569,0.2629,0.001945,11347800,11347800,0
57,0.2674,2.0539,0.2637,0.001669,11347800,11347800,0
58,0.2624,2.0539,0.2632,0.001705,11347800,11347800,0
59,0.2678,2.0494,0.2656,0.001794,11347800,11347800,0
60,0.266,2.0488,0.2639,0.002027,11347800,11347800,0
