round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0974,2.3081,0.0951,5.4e-05,11347800,11347800,0
2,0.1,2.3032,0.0999,6.1e-05,11347800,11347800,0
3,0.1098,2.2983,0.1083,0.00013,11347800,11347800,0
4,0.1054,2.2948,0.1066,4.5e-05,11347800,11347800,0
5,0.1126,2.2955,0.1146,7e-05,11347800,11347800,0
6,0.1076,2.2974,0.109,8e-05,11347800,11347800,0
7,0.1142,2.2973,0.1107,9.4e-05,11347800,11347800,0
8,0.1092,2.2968,0.1047,7e-05,11347800,11347800,0
9,0.1148,2.2954,0.1114,0.000106,11347800,11347800,0
10,0.1146,2.2933,0.1133,3.1e-05,11347800,11347800,0
11,0.114,2.2936,0.1144,5.3e-05,11347800,11347800,0
12,0.113,2.294,0.1135,4.3e-05,11347800,11347800,0
13,0.1076,2.2958,0.109,6.9e-05,11347800,11347800,0
14,0.1028,2.2984,0.1017,6.1e-05,11347800,11347800,0
15,0.103,2.2988,0.1023,4.7e-05,11347800,11347800,0
16,0.1052,2.299,0.1026,5.5e-05,11347800,11347800,0
17,0.1108,2.2993,0.1084,5.3e-05,11347800,11347800,0
18,0.1002,2.2992,0.1022,5.1e-05,11347800,11347800,0
19,0.1082,2.2987,0.1079,6.6e-05,11347800,11347800,0
20,0.1036,2.2992,0.1033,6.9e-05,11347800,11347800,0
21,0.0998,2.2999,0.0985,4.3e-05,11347800,11347800,0
22,0.0998,2.2993,0.0997,6.1e-05,11347800,11347800,0
23,0.1012,2.2985,0.1002,7.3e-05,11347800,11347800,0
24,0.0998,2.2978,0.0995,7.2e-05,11347800,11347800,0
25,0.099,2.2968,0.0997,7.2e-05,11347800,11347800,0
26,0.0994,2.2966,0.0991,6.6e-05,11347800,11347800,0
27,0.0996,2.2967,0.0994,6.1e-05,11347800,11347800,0
28,0.0996,2.2969,0.1,5.6e-05,11347800,11347800,0
29,0.103,2.2979,0.1036,4.8e-05,11347800,11347800,0
30,0.106,2.2983,0.1089,7.6e-05,11347800,11347800,0
31,0.1106,2.2981,0.1172,0.000106,11347800,11347800,0
32,0.1068,2.2987,0.1129,7.5e-05,11347800,11347800,0
33,0.1068,2.2986,0.1124,7.7e-05,11347800,11347800,0
34,0.1062,2.3001,0.1089,9.6e-05,11347800,11347800,0
35,0.1062,2.3004,0.1064,9.1e-05,11347800,11347800,0
36,0.1058,2.301,0.1081,0.000116,11347800,11347800,0
37,0.104,2.3021,0.1045,9.8e-05,11347800,11347800,0
38,0.1058,2.3014,0.1083,8.7e-05,11347800,11347800,0
39,0.1,2.302,0.1,9e-05,11347800,11347800,0
40,0.1014,2.301,0.1004,8.8e-05,11347800,11347800,0
41,0.0996,2.2998,0.0998,7.8e-05,11347800,11347800,0
42,0.1092,2.2976,0.1098,9.3e-05,11347800,11347800,0
43,0.127,2.2974,0.1258,0.000139,11347800,11347800,0
44,0.1366,2.2963,0.1357,0.000118,11347800,11347800,0
45,0.12,2.2972,0.1187,8.6e-05,11347800,11347800,0
46,0.1182,2.2963,0.1177,7.7e-05,11347800,11347800,0
47,0.1494,2.2972,0.1435,6.9e-05,11347800,11347800,0
48,0.1522,2.2975,0.1485,6.5e-05,11347800,11347800,0
49,0.1428,2.3005,0.1412,3.8e-05,11347800,11347800,0
50,0.1442,2.3,0.1416,3.6e-05,11347800,11347800,0
51,0.1412,2.2993,0.1374,7.9e-05,11347800,11347800,0
52,0.1432,2.2962,0.1409,5.4e-05,11347800,11347800,0
53,0.143,2.2943,0.1392,7.4e-05,11347800,11347800,0
54,0.1502,2.2904,0.1464,6.1e-05,11347800,11347800,0
55,0.1516,2.2896,0.144,8.6e-05,11347800,11347800,0
56,0.1382,2.2881,0.1362,0.000112,11347800,11347800,0
57,0.1116,2.2878,0.1127,7.1e-05,11347800,11347800,0
58,0.1134,2.2854,0.1169,7.3e-05,11347800,11347800,0
59,0.1284,2.284,0.126,9.2e-05,11347800,11347800,0
60,0.1182,2.2812,0.1177,7.3e-05,11347800,11347800,0
