round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up,bytes_model,bytes_state
1,0.0948,2.3067,0.0939,3.9e-05,22695600,11347800,11347800
2,0.0974,2.2982,0.1007,0.000109,22695600,11347800,11347800
3,0.1028,2.2921,0.104,0.000125,22695600,11347800,11347800
4,0.1066,2.2869,0.1083,7.7e-05,22695600,11347800,11347800
5,0.1132,2.2834,0.1139,8.4e-05,22695600,11347800,11347800
6,0.122,2.2797,0.1245,7.4e-05,22695600,11347800,11347800
7,0.125,2.275,0.13,8.8e-05,22695600,11347800,11347800
8,0.1424,2.2698,0.1448,0.000113,22695600,11347800,11347800
9,0.143,2.265,0.1433,6.7e-05,22695600,11347800,11347800
10,0.163,2.26,0.1603,8.1e-05,22695600,11347800,11347800
11,0.1702,2.2561,0.1684,9.1e-05,22695600,11347800,11347800
12,0.1754,2.2502,0.1749,8.8e-05,22695600,11347800,11347800
13,0.1762,2.245,0.1725,8.6e-05,22695600,11347800,11347800
14,0.1866,2.2402,0.1819,8.8e-05,22695600,11347800,11347800
15,0.1854,2.2342,0.1825,7.8e-05,22695600,11347800,11347800
16,0.1886,2.2305,0.1862,6.8e-05,22695600,11347800,11347800
17,0.2004,2.2247,0.1937,8.2e-05,22695600,11347800,11347800
18,0.2064,2.2186,0.199,7.8e-05,22695600,11347800,11347800
19,0.2062,2.2135,0.1985,6.8e-05,22695600,11347800,11347800
20,0.2108,2.2069,0.2037,8.1e-05,22695600,11347800,11347800
21,0.2134,2.2013,0.2039,6.7e-05,22695600,11347800,11347800
22,0.2174,2.1953,0.2092,0.000109,22695600,11347800,11347800
23,0.2266,2.189,0.216,8.4e-05,22695600,11347800,11347800
24,0.231,2.1836,0.2183,0.000118,22695600,11347800,11347800
25,0.229,2.1789,0.2174,0.000116,22695600,11347800,11347800
26,0.2338,2.1732,0.2226,0.000141,22695600,11347800,11347800
27,0.2358,2.1676,0.2246,0.000206,22695600,11347800,11347800
28,0.236,2.1624,0.2268,0.000178,22695600,11347800,11347800
29,0.2388,2.1575,0.2301,0.000153,22695600,11347800,11347800
30,0.2414,2.1529,0.2327,0.000157,22695600,11347800,11347800
31,0.2432,2.1484,0.2333,0.000143,22695600,11347800,11347800
32,0.2462,2.1445,0.2339,0.000135,22695600,11347800,11347800
33,0.2478,2.1399,0.2368,0.000157,22695600,11347800,11347800
34,0.2494,2.1358,0.2366,0.000145,22695600,11347800,11347800
35,0.2542,2.1328,0.2375,0.00019,22695600,11347800,11347800
36,0.2552,2.1287,0.2409,0.000231,22695600,11347800,11347800
37,0.2542,2.1256,0.2406,0.000179,22695600,11347800,11347800
38,0.2542,2.1214,0.2419,0.000146,22695600,11347800,11347800
39,0.2532,2.1174,0.2447,0.000153,22695600,11347800,11347800
40,0.253,2.1135,0.2423,0.000141,22695600,11347800,11347800
41,0.2564,2.11,0.247,0.000164,22695600,11347800,11347800
42,0.2532,2.1079,0.2473,0.000159,22695600,11347800,11347800
43,0.2536,2.1045,0.2487,0.000144,22695600,11347800,11347800
44,0.2532,2.101,0.2496,0.000138,22695600,11347800,11347800
45,0.2548,2.0986,0.2511,0.000194,22695600,11347800,11347800
46,0.2548,2.0956,0.2487,0.000154,22695600,11347800,11347800
47,0.2556,2.0929,0.2502,0.000182,22695600,11347800,11347800
48,0.2586,2.0896,0.2534,0.000152,22695600,11347800,11347800
49,0.2586,2.087,0.2538,0.000186,22695600,11347800,11347800
50,0.2594,2.0841,0.2563,0.000169,22695600,11347800,11347800
51,0.2586,2.0813,0.2567,0.000192,22695600,11347800,11347800
52,0.2612,2.0787,0.2565,0.000149,22695600,11347800,11347800
53,0.2588,2.0762,0.2565,0.000201,22695600,11347800,11347800
54,0.26,2.0738,0.2581,0.000182,22695600,11347800,11347800
55,0.2596,2.0717,0.2577,0.000162,22695600,11347800,11347800
56,0.2624,2.0696,0.2584,0.000198,22695600,11347800,11347800
57,0.261,2.0673,0.261,0.000231,22695600,11347800,11347800
58,0.2628,2.0658,0.2604,0.000203,22695600,11347800,11347800
59,0.2628,2.0629,0.2617,0.000208,22695600,11347800,11347800
60,0.2634,2.0609,0.2632,0.000167,22695600,11347800,11347800
