round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.171,2.2757,0.165,0.001232,11347800
2,0.195,2.1996,0.1842,0.001413,11347800
3,0.2584,2.1015,0.2467,0.002471,11347800
4,0.267,2.0529,0.2559,0.002521,11347800
5,0.2864,1.9877,0.2832,0.002883,11347800
6,0.2906,1.9779,0.2805,0.001387,11347800
7,0.3064,1.9225,0.3102,0.001452,11347800
8,0.3066,1.9075,0.3165,0.002216,11347800
9,0.3178,1.9051,0.3169,0.001378,11347800
10,0.3264,1.8629,0.326,0.002034,11347800
11,0.3426,1.8437,0.3438,0.000609,11347800
12,0.3394,1.8413,0.3339,0.00313,11347800
13,0.3506,1.8142,0.3564,0.00115,11347800
14,0.3558,1.7927,0.3469,0.004133,11347800
15,0.369,1.7764,0.3681,0.001059,11347800
16,0.3796,1.7513,0.3781,0.001675,11347800
17,0.3606,1.775,0.3631,0.004008,11347800
18,0.3844,1.7278,0.3888,0.000516,11347800
19,0.373,1.7194,0.3838,0.001624,11347800
20,0.3868,1.7266,0.39,0.00105,11347800
21,0.3882,1.7135,0.4005,0.000707,11347800
22,0.3812,1.6986,0.3961,0.001919,11347800
23,0.3828,1.7046,0.3857,0.002471,11347800
24,0.391,1.6926,0.3906,0.004224,11347800
25,0.3992,1.6764,0.4112,0.001741,11347800
26,0.3772,1.7045,0.3916,0.003167,11347800
27,0.3916,1.6786,0.406,0.002436,11347800
28,0.401,1.6472,0.4178,0.001944,11347800
29,0.3928,1.6646,0.4131,0.001177,11347800
30,0.411,1.6388,0.4221,0.003514,11347800
31,0.4146,1.6434,0.4257,0.001835,11347800
32,0.3944,1.6703,0.4199,0.002032,11347800
33,0.4134,1.636,0.4343,0.003334,11347800
34,0.3936,1.6764,0.4194,0.000904,11347800
35,0.4076,1.6405,0.4211,0.004787,11347800
36,0.4272,1.5977,0.4464,0.003265,11347800
37,0.4114,1.6291,0.4248,0.004767,11347800
38,0.4218,1.5979,0.4541,0.002959,11347800
39,0.4334,1.5835,0.4644,0.001863,11347800
40,0.4234,1.5954,0.4518,0.003272,11347800
41,0.4402,1.5798,0.4625,0.002476,11347800
42,0.4372,1.5724,0.4622,0.00463,11347800
43,0.4294,1.58,0.4664,0.001736,11347800
44,0.4274,1.5961,0.4642,0.003682,11347800
45,0.4354,1.5845,0.4619,0.005051,11347800
46,0.4436,1.5515,0.4828,0.002377,11347800
47,0.4366,1.5517,0.4732,0.005646,11347800
48,0.441,1.5548,0.4849,0.002092,11347800
49,0.415,1.6404,0.4395,0.005744,11347800
50,0.4406,1.5612,0.4882,0.00366,11347800
51,0.4418,1.5448,0.4915,0.002955,11347800
52,0.439,1.5583,0.4884,0.002271,11347800
53,0.4468,1.547,0.4936,0.002114,11347800
54,0.4308,1.5911,0.4726,0.004894,11347800
55,0.4502,1.5387,0.5047,0.002312,11347800
56,0.4354,1.5709,0.4896,0.001539,11347800
57,0.4504,1.5283,0.5074,0.004995,11347800
58,0.4416,1.5607,0.4919,0.006149,11347800
59,0.448,1.5359,0.5076,0.004469,11347800
60,0.4438,1.5675,0.5057,0.00295,11347800
