round,test_acc,test_loss,mean_client_acc,client_acc_var,bytes_up
1,0.1004,2.3142,0.1033,0.024826,11347800
2,0.161,2.296,0.1333,0.02386,11347800
3,0.1692,2.306,0.1313,0.017278,11347800
4,0.1744,2.2823,0.1351,0.016919,11347800
5,0.1994,2.1988,0.156,0.020579,11347800
6,0.2424,2.076,0.2097,0.026205,11347800
7,0.2704,1.9862,0.2391,0.031047,11347800
8,0.3054,1.9095,0.2838,0.016096,11347800
9,0.3186,1.8799,0.3127,0.008834,11347800
10,0.3224,1.8812,0.3169,0.00776,11347800
11,0.325,1.8976,0.3088,0.005542,11347800
12,0.3226,1.9021,0.3009,0.004646,11347800
13,0.3234,1.8835,0.2984,0.011632,11347800
14,0.333,1.8608,0.3025,0.018126,11347800
15,0.341,1.8149,0.3202,0.023287,11347800
16,0.346,1.7682,0.3397,0.025827,11347800
17,0.3538,1.7549,0.3599,0.019809,11347800
18,0.361,1.7535,0.3603,0.01101,11347800
19,0.3736,1.7311,0.3639,0.004337,11347800
20,0.3926,1.6944,0.3745,0.003502,11347800
21,0.385,1.7001,0.3704,0.00918,11347800
22,0.3658,1.7593,0.3465,0.019776,11347800
23,0.364,1.7544,0.3505,0.023397,11347800
24,0.3696,1.7119,0.3731,0.0242,11347800
25,0.3878,1.6916,0.3903,0.018169,11347800
26,0.3798,1.7117,0.3897,0.013676,11347800
27,0.3908,1.674,0.3974,0.007018,11347800
28,0.4006,1.6373,0.4066,0.00626,11347800
29,0.408,1.631,0.4012,0.00935,11347800
30,0.4034,1.6811,0.3826,0.014666,11347800
31,0.4066,1.6895,0.387,0.016967,11347800
32,0.4046,1.6928,0.3947,0.02266,11347800
33,0.4016,1.6778,0.4134,0.021651,11347800
34,0.4028,1.6659,0.4185,0.017889,11347800
35,0.4186,1.627,0.4293,0.007827,11347800
36,0.4308,1.5984,0.4347,0.00569,11347800
37,0.4302,1.6017,0.436,0.006287,11347800
38,0.4308,1.6231,0.4342,0.008624,11347800
39,0.4284,1.6273,0.434,0.011878,11347800
40,0.4304,1.6298,0.4362,0.015342,11347800
41,0.4202,1.6613,0.4298,0.015808,11347800
42,0.415,1.6859,0.428,0.015313,11347800
43,0.421,1.6575,0.4375,0.010047,11347800
44,0.431,1.6178,0.4445,0.008817,11347800
45,0.435,1.6189,0.4485,0.009488,11347800
46,0.4296,1.6451,0.4474,0.010226,11347800
47,0.4294,1.682,0.4406,0.014349,11347800
48,0.43,1.6671,0.4425,0.014914,11347800
49,0.4356,1.6559,0.4504,0.014782,11347800
50,0.4406,1.6602,0.4543,0.014116,11347800
51,0.4376,1.67,0.4562,0.012538,11347800
52,0.4372,1.6672,0.4558,0.008949,11347800
53,0.4346,1.6615,0.4605,0.007501,11347800
54,0.4362,1.6833,0.4604,0.009649,11347800
55,0.4308,1.7084,0.4602,0.01375,11347800
56,0.4364,1.7016,0.4647,0.015672,11347800
57,0.4314,1.7057,0.4683,0.014611,11347800
58,0.4294,1.7205,0.4726,0.009374,11347800
59,0.4254,1.7499,0.4694,0.006631,11347800
60,0.422,1.7605,0.4681,0.006692,11347800
